the_geom,ID Upra,ID Incoder,Nombre Distrito,Código departamento,Departamento,Código municipio,Municipio,Vereda,Área neta,Área bruta,Escala,Altitud,Tipo de Distrito ,Etapa Distrito,Funciona,Numero usuarios,Administra,Asociación de usuarios,Resolucion,Usos actuales,CAR,Fuentes hídricas,Concesion,Polígono,Entidad fuente,Longitud,Latitud,Nombre subzona hidrográfica,Código Subzona hidrográfica
POINT (-72.65237663581067 7.169139725308313),ADTP0515,514,HATO VIEJO - LLANO GRANDE,54,NORTE DE SANTANDER,54174,CHITAGÁ,LLANO GRANDE,97,0,Pequeña,0,Riego y Drenaje,AOM,SI,116,INCODER,ASOHATOLLANO,131 del 18/02/2002,SIN INFORMACIÓN,CORPONOR,Q. Hatoviejo - Cuenca R. Arauca,SI,SI,INCODER,72° 39.143' W,7° 10.148' N,Río Chítaga,3701
POINT (-72.6970984800028 7.1765282326816235),ADTP0516,515,HOJA ANCHA,54,NORTE DE SANTANDER,54174,CHITAGÁ,HOJA ANCHA,,,,,,,,,,,,,,,,,,,,,
POINT (-72.58468797705379 7.067847725792529),ADTP0517,516,SOROTOMA,54,NORTE DE SANTANDER,54174,CHITAGÁ,VEREDA PIEDRAS,,,,,,,,,,,,,,,,,,,,,
POINT (-72.63498411119438 7.190194798653201),ADTP0518,517,TANE-EL SALTO,54,NORTE DE SANTANDER,54174,CHITAGÁ,TANE EL SALTO,,,,,,,,,,,,,,,,,,,,,
POINT (-72.60939846098728 7.1981405106837135),ADTP0519,518,TANE-ENCISO,54,NORTE DE SANTANDER,54174,CHITAGÁ,TANE,30,0,Pequeña,0,Riego y Drenaje,SIN INFORMACIÓN,NO,21,ASOCIACION DE USUARIOS,ASOTANE-ENCISO,759 del 07/11/1996,Arracacha,,,,,,,,,
POINT (-72.46462546811148 8.192066216904706),ADTM0013,519,BRISAS DEL ORIENTE,54,NORTE DE SANTANDER,54001,CÚCUTA,SIN INFORMACIÓN,696,0,Mediana,0,Riego y Drenaje,AOM,SI,31,SIN INFORMACIÓN,ASOBRISAS DEL ORIENTE,61 del 02/02/2001,SIN INFORMACIÓN,CORPONOR,SIN INFORMACIÓN,NO,NO,PROYECTAMOS,72° 27.878' W,8° 11.524' N,Río Zulia,1602
POINT (-72.4574229973346 8.163311295989761),ADTP0520,520,CARMEN DE TONCHALA,54,NORTE DE SANTANDER,54001,CÚCUTA,SIN INFORMACIÓN,65,0,Pequeña,0,Riego y Drenaje,AOM,SI,65,SIN INFORMACIÓN,ASOTONCHALA,134 del 26/03/2010,SIN INFORMACIÓN,CORPONOR,R. Miraflorez,SI,NO,PROYECTAMOS,72° 27.445' W,8° 9.799' N,Río Zulia,1602
POINT (-72.79056252101762 7.515972119322599),ADTP0521,521,ALIZAL,54,NORTE DE SANTANDER,54223,CUCUTILLA,EL ALIZAL,55,0,Pequeña,0,Riego y Drenaje,AOM,SI,25,ASOCIACION DE USUARIOS,ASOALIZAL,SIN INFORMACIÓN,Frijol ,,,,,,,,,
POINT (-72.79519759719005 7.492067633687087),ADTP0522,522,TIERRAGRATA,54,NORTE DE SANTANDER,54223,CUCUTILLA,TIERRAGRATA,42,0,Pequeña,995,Riego y Drenaje,AOM,SI,31,ASOCIACION DE USUARIOS,ASOTIERRAGRATA,216 del 16/03/1997,Café,,,,,,,,,
POINT (-72.66301762383837 7.758099600585842),ADTP0523,523,HATOVIEJO,54,NORTE DE SANTANDER,54239,DURANIA,SIN INFORMACIÓN,90,0,Pequeña,0,Riego y Drenaje,SIN INFORMACIÓN,NO,75,ASOCIACION DE USUARIOS,ASOHATOVIEJO,160 del 11/03/2003,SIN INFORMACIÓN,CORPONOR,Q. Hatoviejo,SI,NO,PROYECTAMOS,72° 39.781' W,7° 45.486' N,Río Zulia,1602
POINT (-72.68845428101906 7.726179205450706),ADTP0524,524,PLATANALA,54,NORTE DE SANTANDER,54239,DURANIA,SIN INFORMACIÓN,45,0,Pequeña,0,Riego y Drenaje,AOM,SI,50,SIN INFORMACIÓN,ASOPLATANALA,SIN INFORMACIÓN,SIN INFORMACIÓN,CORPONOR,Q. la Esplayada,SI,NO,PROYECTAMOS,72° 41.307' W,7° 43.571' N,Río Zulia,1602
POINT (-72.67489208887422 7.74213690843498),ADTP0525,525,SELVA,54,NORTE DE SANTANDER,54239,DURANIA,SIN INFORMACIÓN,138,0,Pequeña,0,Riego y Drenaje,SIN INFORMACIÓN,NO,250,SIN INFORMACIÓN,ASOCIACION DE USUARIOS ASOSELVA,SIN INFORMACIÓN,SIN INFORMACIÓN,CORPONOR,Q. la peronia,SI,NO,PROYECTAMOS,72° 40.494' W,7° 44.528' N,Río Zulia,1602
POINT (-73.51825604235688 8.638338201063036),ADTP0526,526,CULEBRITAS,54,NORTE DE SANTANDER,54245,EL CARMEN,SIN INFORMACIÓN,23,0,Pequeña,0,Riego y Drenaje,AOM,SI,15,ASOCIACION DE USUARIOS,CULEBRITAS,366 del 28/06/1996,Cebolla Cabezona,,,,,,,,,
POINT (-72.63580365291907 8.086775173134544),ADTP0527,527,BORRIQUEROS,54,NORTE DE SANTANDER,54261,EL ZULIA,SIN INFORMACIÓN,300,0,Pequeña,0,Riego y Drenaje,SIN INFORMACIÓN,NO,85,ASOCIACION DE USUARIOS,ASOBORRIQUEROS,282 del 19/06/2013,SIN INFORMACIÓN,CORPONOR,R. Zulia,SI,NO,PROYECTAMOS,72° 38.148' W,8° 5.207' N,Río Zulia,1602
POINT (-72.6679922422544 7.9756994827981185),ADTP0528,528,LADERA EL TRIUNFO - LA ALEJANDRA,54,NORTE DE SANTANDER,54261,EL ZULIA,SIN INFORMACIÓN,78,0,Pequeña,0,Riego y Drenaje,AOM,SI,46,ASOCIACION DE USUARIOS,ASOELTRIUNFO,574 del 12/09/1988,Cacao,,,,,,,,,
POINT (-72.65331611041539 8.055275818976842),ADTP0529,529,SALTO,54,NORTE DE SANTANDER,54261,EL ZULIA,EL SALTO,40,0,Pequeña,0,Riego y Drenaje,AOM,SI,26,ASOCIACION DE USUARIOS,ASOELSALTO,SIN INFORMACIÓN,Ahuyama,,,,,,,,,
POINT (-72.67183807885704 7.378340042944587),ADTP0547,548,ALTO GRANDE,54,NORTE DE SANTANDER,54518,PAMPLONA,ALTO GRANDE,30,0,Pequeña,0,Riego y Drenaje,AOM,SI,12,ASOCIACION DE USUARIOS,ASOALTOGRANDE,SIN INFORMACIÓN,Fresa,,,,,,,,,
POINT (-72.54005221184906 8.198539964978577),ADTG0011,530,ZULIA,54,NORTE DE SANTANDER,,EL ZULIA,,,,,,,,,,,,,,,,,,,,,,
POINT (-72.81076038123005 7.8910900797849735),ADTP0530,531,EL ROSARIO,54,NORTE DE SANTANDER,54313,GRAMALOTE,MONGUÍ,,,,,,,,,,,,,,,,,,,,,
POINT (-72.80841790827286 7.914198487811394),ADTP0531,532,VILLANUEVA,54,NORTE DE SANTANDER,54313,GRAMALOTE,LA GARZA,,,,,,,,,,,,,,,,,,,,,
POINT (-72.51020145675737 7.449147947090893),ADTP0532,533,PASO ANTIGUO,54,NORTE DE SANTANDER,54347,HERRAN,BADAGAL,250,0,Pequeña,1955,Riego y Drenaje,AOM,SI,245,ASOCIACION DE USUARIOS,PASO ANTIGUO,402 del 28/06/1996,Arracacha,,,,,,,,,
POINT (-73.1881624975775 8.265350880307837),ADTP0533,534,MIRAFLORES-CAPELLANIA,54,NORTE DE SANTANDER,54398,LA PLAYA,SIN INFORMACIÓN,60,0,Pequeña,0,Riego y Drenaje,AOM,SI,49,ASOCIACION DE USUARIOS,ASOMIRAFLORES-CAPELLANIA,790 del 16/11/1996,Cebolla Cabezona,,,,,,,,,
POINT (-72.51490174304709 7.222152451024932),ADTP0536,537,BALSA Y LA HOJANCHA,54,NORTE DE SANTANDER,54377,LABATECA,BALSA Y LA HOJANCHA,30,0,Pequeña,0,Riego y Drenaje,AOM,SI,29,SIN INFORMACIÓN,ASOPROBALSA,77 del 13/02/2012,SIN INFORMACIÓN,CORPONOR,Q. La angelina,SI,NO,PROYECTAMOS,72° 30.894' W,7° 13.329' N,Río Chítaga,3701
POINT (-72.49472810131847 7.207240192722283),ADTP0537,538,JOVE,54,NORTE DE SANTANDER,54377,LABATECA,JOVE,61,0,Pequeña,1398,Riego y Drenaje,AOM,SI,37,ASOCIACION DE USUARIOS,ASOJOVE,890 del 27/12/1996,Café,,,,,,,,,
POINT (-72.53344920213326 7.201533372840482),ADTP0538,539,SAN JOSECITO,54,NORTE DE SANTANDER,54377,LABATECA,SAN JOSECITO,46,0,Pequeña,1788,Riego y Drenaje,AOM,SI,46,ASOCIACION DE USUARIOS,SAN JOSECITO,167 del 11/02/1995,Arracacha,,,,,,,,,
POINT (-72.5087042950083 7.239851656734355),ADTP0539,540,SANTA MARÍA,54,NORTE DE SANTANDER,54377,LABATECA,SANTA MARÍA,53,0,Pequeña,1050,Riego y Drenaje,AOM,SI,53,ASOCIACION DE USUARIOS,ASOSANTAMARÍA,11 del 09/01/2015,Pastos,,,,,,,,,
POINT (-72.52865923419452 7.315186299558582),ADTP0540,541,VOLCAN,54,NORTE DE SANTANDER,54377,LABATECA,EL VOLCÁN,68,0,Pequeña,0,Riego y Drenaje,AOM,SI,41,ASOCIACION DE USUARIOS,EL VOLCAN,305 del 21/06/1996,Arracacha,,,,,,,,,
POINT (-72.7381502270708 7.312835054198977),ADTP0541,542,CONCEPCIÓN Y LADERA,54,NORTE DE SANTANDER,54480,MUTISCUA,CONCEPCION,,,,,,,,,,,,,,,,,,,,,
POINT (-72.77611032560122 7.320442125634742),ADTP0542,543,ICOTA 2000,54,NORTE DE SANTANDER,54480,MUTISCUA,SIN INFORMACIÓN,50,0,Pequeña,0,Riego y Drenaje,AOM,SI,35,ASOCIACION DE USUARIOS,ASOICOTA,91 del 08/02/2001,SIN INFORMACIÓN,CORPONOR,SIN INFORMACIÓN,NO,NO,PROYECTAMOS,72° 46.567' W,7° 19.226' N,Río Zulia,1602
POINT (-72.76157341257175 7.32523319525935),ADTP0543,544,LAS MERCEDES,54,NORTE DE SANTANDER,54480,MUTISCUA,LAS MERCEDES,29,0,Pequeña,27,Riego y Drenaje,AOM,SI,60,ASOCIACION DE USUARIOS,ASOMERCEDES,883 del 27/12/1996,Papa,,,,,,,,,
POINT (-72.76322322057977 7.312886199405375),ADTP0544,545,SUCRE,54,NORTE DE SANTANDER,54480,MUTISCUA,SUCRE,72,0,Pequeña,2801,Riego y Drenaje,AOM,SI,72,ASOCIACION DE USUARIOS,ASOSUCRE,873 del 05/02/1992,Hortalizas,,,,,,,,,
POINT (-73.35373448190984 8.194174233792145),ADTP0545,546,OTARE,54,NORTE DE SANTANDER,54498,OCAÑA,SIN INFORMACIÓN,64,0,Pequeña,0,Riego y Drenaje,AOM,SI,32,ASOCIACION DE USUARIOS,ASOOTARE,745 del 07/11/1996,Café,,,,,,,,,
POINT (-72.66155567188291 7.397017602209276),ADTP0546,547,ALIZAL,54,NORTE DE SANTANDER,54518,PAMPLONA,EL ALIZAL,55,0,Pequeña,0,Riego y Drenaje,AOM,SI,25,ASOCIACION DE USUARIOS,ASOALIZAL,SIN INFORMACIÓN,Frijol ,,,,,,,,,
POINT (-72.70202670895354 7.318303754848201),ADTP0548,549,CHICHIRA,54,NORTE DE SANTANDER,54518,PAMPLONA,CHICHIRA,20,0,Pequeña,0,Riego y Drenaje,AOM,SI,20,ASOCIACION DE USUARIOS,ASOCHICHIRA,19 del 12/09/1995,Fresa,,,,,,,,,
POINT (-72.64541549212383 7.382508390135719),ADTP0549,550,EL ROSAL,54,NORTE DE SANTANDER,54518,PAMPLONA,A 6 kilómetros del casco urbano - El Rosal,53,0,Pequeña,0,Riego y Drenaje,AOM,SI,35,ASOCIACION DE USUARIOS,ASOROSAL,410 del 31/07/2013,Pasto,,,,,,,,,
POINT (-72.59045389433155 7.2965383354228806),ADTP0550,551,NEGAVITA-EL AJI,54,NORTE DE SANTANDER,54518,PAMPLONA,NEGATIVA,,,,,,,,,,,,,,,,,,,,,
POINT (-72.65399702543402 7.362975398429871),ADTP0551,552,PRODUCTORES UNION,54,NORTE DE SANTANDER,54518,PAMPLONA,EL NARANJO,,,,,,,,,,,,,,,,,,,,,
POINT (-72.6500457393401 7.437331846993451),ADTP0552,553,CENTRO- BATAGA,54,NORTE DE SANTANDER,54520,PAMPLONITA,BATAGA,174,0,Pequeña,0,Riego y Drenaje,AOM,SI,60,ASOCIACION DE USUARIOS,ASOCENTRO- BATAGA,169 del 11/02/1994,Alverja,,,,,,,,,
POINT (-72.62030704673319 7.4885848490319935),ADTP0553,554,LA LIBERTAD-BATAGA,54,NORTE DE SANTANDER,54520,PAMPLONITA,LA LIBERTAD,,,,,,,,,,,,,,,,,,,,,
POINT (-72.63292692975836 7.440099360407143),ADTP0554,555,SAN RAFAEL,54,NORTE DE SANTANDER,54520,PAMPLONITA,SAN RAFAEL,119,0,Pequeña,1619,Riego y Drenaje,AOM,SI,93,ASOCIACION DE USUARIOS,ASOSANRAFAEL,SIN INFORMACIÓN,Fríjol,,,,,,,,,
POINT (-72.65654135643123 7.484886746564584),ADTP0555,556,TULANTA 1,54,NORTE DE SANTANDER,54520,PAMPLONITA,SAN JOSÉ DE TULANTÁ,54,0,Pequeña,0,Riego y Drenaje,AOM,SI,27,ASOCIACION DE USUARIOS,ASOTULANTA 1,1467 del 21/07/1994,Café,,,,,,,,,
POINT (-72.62849115284614 7.502882879868718),ADTP0556,557,TULANTA 2,54,NORTE DE SANTANDER,54520,PAMPLONITA,TULANTA BAJA,48,0,Pequeña,0,Riego y Drenaje,AOM,SI,27,INCODER,ASOTULANTA 2,SIN INFORMACIÓN,Café,,,,,,,,,
POINT (-72.49077249766894 7.5612082477115505),ADTP0557,558,SANTA BARBARA,54,NORTE DE SANTANDER,54599,RAGONVALIA,SANTA BARBARA,54,0,Pequeña,1400,Riego y Drenaje,AOM,SI,54,ASOCIACION DE USUARIOS,ASOSANTABARBARA,SIN INFORMACIÓN,Café,,,,,,,,,
POINT (-72.8587889713378 7.780870454583379),ADTP0558,559,SAGRADO CORAZON DE JESUS,54,NORTE DE SANTANDER,54660,SALAZAR,BETANIA,486,0,Pequeña,0,Riego y Drenaje,SIN INFORMACIÓN,NO,25,SIN INFORMACIÓN,ASO SAGRADO CORAZON DE JESUS,478 del 06/09/2013,Pastos,,,,,,,,,
POINT (-73.25492213666432 8.348566457990751),ADTP0559,560,LAGUNITAS,54,NORTE DE SANTANDER,54670,SAN CALIXTO,SIN INFORMACIÓN,47,0,Pequeña,0,Riego y Drenaje,AOM,SI,47,ASOCIACION DE USUARIOS,ASOLAGUNITAS,794 del 15/11/1996,Café Fríjol,,,,,,,,,
POINT (-72.61020642088604 7.849526056245771),ADTP0560,561,LA PALMA,54,NORTE DE SANTANDER,54673,SAN CAYETANO,SIN INFORMACIÓN,65,0,Pequeña,0,Riego y Drenaje,SIN INFORMACIÓN,NO,65,ASOCIACION DE USUARIOS,ASOLAPALMA,SIN INFORMACIÓN,Arroz,,,,,,,,,
POINT (-72.79651571325365 7.18925713097302),ADTP0561,562,BELEN,54,NORTE DE SANTANDER,54743,SILOS,BELEN,77,0,Pequeña,0,Riego y Drenaje,AOM,SI,48,ASOCIACION DE USUARIOS,ASOBELEN,93 del 08/02/2001,Fresa,,,,,,,,,
POINT (-72.77364134131399 7.18607616773205),ADTP0562,563,LA ESPERANZA,54,NORTE DE SANTANDER,54743,SILOS,SIN INFORMACIÓN,45,0,Pequeña,2184,Riego y Drenaje,AOM,SI,60,ASOCIACION DE USUARIOS,ASOESPERANZA,SIN INFORMACIÓN,SIN INFORMACIÓN,CORPONOR,R. Carcasi,SI,NO,PROYECTAMOS,72° 46.419' W,7° 11.165' N,Río Chítaga,3701
POINT (-72.84814447895265 7.247878168427379),ADTP0563,564,LA LAGUNA,54,NORTE DE SANTANDER,54743,SILOS,MONTEGRANDE,,,,,,,,,,,,,,,,,,,,,
POINT (-72.78097818126712 7.166359315379578),ADTP0564,565,LEUTA,54,NORTE DE SANTANDER,54743,SILOS,SIN INFORMACIÓN,160,0,Pequeña,0,Riego y Drenaje,AOM,SI,83,SIN INFORMACIÓN,ASOLEUTA,307 del 21/06/2013,SIN INFORMACIÓN,CORPONOR,SIN INFORMACIÓN,NO,NO,PROYECTAMOS,72° 46.859' W,7° 9.982' N,Río Chítaga,3701
POINT (-72.79763423942428 7.161211827864241),ADTP0565,566,PACHACUAL,54,NORTE DE SANTANDER,54743,SILOS,PACHACUAL,,,,,,,,,,,,,,,,,,,,,
POINT (-72.75617558719608 7.2015076183673505),ADTP0566,567,PALOMAR,54,NORTE DE SANTANDER,54743,SILOS,PALOMAR,25,0,Pequeña,0,Riego y Drenaje,AOM,SI,25,ASOCIACION DE USUARIOS,ASOPALOMAR,827 del 18/10/2002,Curuba,,,,,,,,,
POINT (-72.76958155644706 7.150744733551378),ADTP0567,568,RANCHADERO,54,NORTE DE SANTANDER,54743,SILOS,RANCHADERO,50,0,Pequeña,3389,Riego y Drenaje,AOM,SI,25,ASOCIACION DE USUARIOS,ASORANCHADERO,60 del 02/02/2001,Papa,,,,,,,,,
POINT (-72.74755699901327 7.148969856850221),ADTP0568,569,TUTEPA,54,NORTE DE SANTANDER,54743,SILOS,TUTEPA,,,,,,,,,,,,,,,,,,,,,
POINT (-72.35738364637005 7.301279039569172),ADTP0569,570,EL CEDRAL,54,NORTE DE SANTANDER,54820,TOLEDO,SIN INFORMACIÓN,129,0,Pequeña,2000,Riego y Drenaje,SIN INFORMACIÓN,NO,135,ASOCIACION DE USUARIOS,ASOELCEDRAL,SIN INFORMACIÓN,SIN INFORMACIÓN,CORPONOR,SIN INFORMACIÓN,NO,NO,PROYECTAMOS,72° 21.443' W,7° 18.077' N,Río Margua,3702
POINT (-72.44771246704346 7.281472949376717),ADTP0570,571,HATO GRANDE,54,NORTE DE SANTANDER,54820,TOLEDO,HATO GRANDE,120,0,Pequeña,0,Riego y Drenaje,AOM,SI,95,ASOCIACION DE USUARIOS,ASOHATOGRANDE,168 del 11/02/1994,Maiz,,,,,,,,,
POINT (-72.35343823885407 7.245197475762238),ADTP0571,572,HATOS,54,NORTE DE SANTANDER,54820,TOLEDO,SIN INFORMACIÓN,180,0,Pequeña,0,Riego y Drenaje,AOM,SI,180,SIN INFORMACIÓN,ASOHATOS,309 del 28/07/2010,SIN INFORMACIÓN,CORPONOR,Q. la Samaria,SI,NO,PROYECTAMOS,72° 21.206' W,7° 14.712' N,Río Margua,3702
POINT (-72.5019432484183 7.395644853392182),ADTP0572,573,TOLEDITO,54,NORTE DE SANTANDER,54820,TOLEDO,SIN INFORMACIÓN,78,0,Pequeña,1745,Riego y Drenaje,AOM,SI,41,ASOCIACION DE USUARIOS,ASOTOLEDITO,644 del 10/12/2001,Maiz,,,,,,,,,
POINT (-72.48063697704647 7.770924183257092),ADTP0573,574,JUAN FRIO,54,NORTE DE SANTANDER,54874,VILLA DEL ROSARIO,SIN INFORMACIÓN,80,0,Pequeña,0,Riego y Drenaje,AOM,SI,157,SIN INFORMACIÓN,ASOJUANFRIO,291 del 20/06/2013,SIN INFORMACIÓN,CORPONOR,R. Táchira,SI,NO,PROYECTAMOS,72° 28.838' W,7° 46.255' N,Río Pamplonita,1601
POINT (-72.97979470070665 7.935992385981003),ADTP0574,575,CORAZONES,54,NORTE DE SANTANDER,54871,VILLA CARO,LOS CORAZONES,36,0,Pequeña,0,Riego y Drenaje,SIN INFORMACIÓN,NO,31,ASOCIACION DE USUARIOS,ASOCORAZONES,705 del 17/09/2002,SIN INFORMACIÓN,CORPONOR,SIN INFORMACIÓN,NO,NO,PROYECTAMOS,72° 58.788' W,7° 56.160' N,Río Nuevo Presidente - Tres Bocas (Sardinata,
POINT (-76.97579377557825 1.1377251043808643),ADTG0012,576,VALLE DE SIBUNDOY,86,PUTUMAYO,,COLON,,,,,,,,,,,,,,,,,,,,,,
POINT (-75.67241022639605 4.6733126944362855),ADTP0575,577,LA JULIA,63,QUINDÍO,63272,FILANDIA,LA JULIA,,,,,,,,,,,,,,,,,,,,,
POINT (-75.97726299502385 5.1097135003791685),ADTP0576,578,CARAVI,66,RISARALDA,66045,APÍA,CAMPANA ALTA,,,,,,,,,,,,,,,,,,,,,
POINT (-75.89099949634458 5.194994485648953),ADTP0577,579,LA FRISOLERA,66,RISARALDA,66088,BELÉN DE UMBRÍA,LA FRISOLERA ALTA Y BAJA,34,0,Pequeña,0,Riego y Drenaje,SIN INFORMACIÓN,NO,87,ASOCIACION DE USUARIOS,ASOFRISOLERA,159 del 18/04/1997,Café,,,,,,,,,
POINT (-75.79187410455569 5.292065822958189),ADTP0578,580,LA GUAJIRA,66,RISARALDA,66318,GUÁTICA,LA GUAJIRA,34,0,Pequeña,2135,Riego y Drenaje,SIN INFORMACIÓN,NO,22,ASOCIACION DE USUARIOS,ASOGUAJIRA,334 del 28/06/1996,Alverja,,,,,,,,,
POINT (-75.81362224168414 5.344082720370173),ADTP0579,581,LAS LOMAS,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-75.77103343278748 4.813812522296015),ADTP0580,582,LA BELLA,66,RISARALDA,66001,PEREIRA,VISTA HERMOSA,,,,,,,,,,,,,,,,,,,,,
POINT (-75.7154783681708 4.797668587802731),ADTP0581,583,LA PALMA,66,RISARALDA,66001,PEREIRA,LA PALMA,,,,,,,,,,,,,,,,,,,,,
POINT (-75.61338117058463 4.7485022429859205),ADTP0582,584,CUENCA MEDIA DEL RÍO OTÚN,66,RISARALDA,,PEREIRA,,,,,,,,,,,,,,,,,,,,,,
POINT (-75.7001777247651 5.318771969031637),ADTP0583,585,CAÑON DE OPIRAMA,66,RISARALDA,66594,QUINCHÍA,EL CEIBAL,,,,,,,,,,,,,,,,,,,,,
POINT (-73.64327907143003 5.969847071729773),ADTP0584,586,ACO PEÑABLANCA Y POZO NEGRO,68,SANTANDER,,BARBOSA,,,,,,,,,,,,,,,,,,,,,,
POINT (-73.21747317287713 6.64102905841984),ADTP0585,587,BUTAREGUA,68,SANTANDER,68079,BARICHARA,BUTAREGUA,84,0,Pequeña,1016,Riego y Drenaje,SIN INFORMACIÓN,NO,70,ASOCIACION DE USUARIOS,ASURIBUTAREGUA,517 del 10/07/2002,Fríjol,,,,,,,,,
POINT (-73.88333283392728 7.118531042825003),ADTP0586,588,CAMPO GALA,68,SANTANDER,68081,BARRANCABERMEJA,SIN INFORMACIÓN,56,0,Pequeña,0,Riego y Drenaje,SIN INFORMACIÓN,NO,28,ASOCIACION DE USUARIOS,ASURIGALA,88 del 06/02/2002,Patilla,,,,,,,,,
POINT (-73.80214991381636 5.952809246380657),ADTP0587,589,PLAN DE ROJAS,68,SANTANDER,68101,BOLIVAR,PLAN DE ROJAS,55,0,Pequeña,278,Riego y Drenaje,AOM,SI,48,ASOCIACION DE USUARIOS,ASURIPLAMBOLISAN,518 del 10/07/2002,Curuba,,,,,,,,,
POINT (-72.60077614242999 6.6229329843974165),ADTP0588,590,MONTONERA SAUCARA,68,SANTANDER,68152,CARCASÍ,MONTONERA,,,,,,,,,,,,,,,,,,,,,
POINT (-72.61823609942554 6.603305343006637),ADTP0589,591,PETAQUERA ASTILLAL,68,SANTANDER,68152,CARCASÍ,PETEQUERA,,,,,,,,,,,,,,,,,,,,,
POINT (-72.60296417160816 6.6501756424169525),ADTP0590,592,VICTARIGUA,68,SANTANDER,68152,CARCASÍ,VICTARIGUA  SECTOR CRUZ GRANDE Y RINCONADA,43,0,Pequeña,2625,Riego y Drenaje,AOM,SI,43,ASOCIACION DE USUARIOS,ASURILVICTA,10 del 01/07/2002,Maíz,,,,,,,,,
POINT (-72.69313225858679 6.87438948304509),ADTP0591,593,EL BANCO - HUMALA,68,SANTANDER,68162,CERRITO,EL BANCO,,,,,,,,,,,,,,,,,,,,,
POINT (-72.68891320338265 6.844753438795099),ADTP0592,594,CARBONERA,68,SANTANDER,68162,CERRITO,PLATERA ALTA SECTOR SIBERIA,84,0,Pequeña,0,Riego y Drenaje,AOM,SI,42,ASOCIACION DE USUARIOS,ASURICARBONERA,SIN INFORMACIÓN,Papa,,,,,,,,,
POINT (-72.73026485203229 6.860881221780772),ADTP0593,595,HATICO,68,SANTANDER,68162,CERRITO,TULI - SECTOR HATICO,80,0,Pequeña,0,Riego y Drenaje,AOM,SI,44,ASOCIACION DE USUARIOS,ASURATICO,94 del 06/02/2002,Ajo,,,,,,,,,
POINT (-72.65012917506509 6.823568828924556),ADTP0595,597,TINAGA,68,SANTANDER,68162,CERRITO,TINAGA,32,0,Pequeña,3420,Riego y Drenaje,SIN INFORMACIÓN,NO,32,ASOCIACION DE USUARIOS,ASOTINAGA,92 del 06/02/2002,Papa,,,,,,,,,
POINT (-72.67378268855711 6.760088664846239),ADTP0596,598,BOMBONA - PALACE,68,SANTANDER,68207,CONCEPCIÓN,BOMBONA,110,0,Pequeña,0,Riego y Drenaje,AOM,SI,93,ASOCIACION DE USUARIOS,ASOSARILBOPAL,595 del 23/07/2002,Fríjol,,,,,,,,,
POINT (-72.68369711462752 6.733630472752713),ADTP0597,599,JUNIN,68,SANTANDER,68207,CONCEPCIÓN,JUNIN,89,0,Pequeña,2480,Riego y Drenaje,AOM,SI,90,ASOCIACION DE USUARIOS,ASURIJUNIN,527 del 28/08/1996,Cebada,,,,,,,,,
POINT (-73.44575462136808 6.262223242342932),ADTP0598,600,JOSE ANTONIO GALAN,68,SANTANDER,68211,CONTRATACIÓN,JOSE ANTONIO GALAN,68,0,Pequeña,0,Riego y Drenaje,AOM,SI,46,ASOCIACION DE USUARIOS,ASURIAGACON,520 del 10/07/2002,Cítricos,,,,,,,,,
POINT (-72.67761206844729 6.647499587580296),ADTP0599,601,AGUA SUCIA,68,SANTANDER,68266,ENCISO,AGUA SUCIA Y QUEBRADA DE VERA,38,0,Pequeña,0,Riego y Drenaje,SIN INFORMACIÓN,NO,33,ASOCIACION DE USUARIOS,ASO AGUA SUCIA,SIN INFORMACIÓN,Fríjol,,,,,,,,,
POINT (-72.69002813888811 6.633776028567364),ADTP0600,602,COCHAGA ROBLES,68,SANTANDER,68266,ENCISO,COCHAGA,32,0,Pequeña,0,Riego y Drenaje,AOM,SI,42,ASOCIACION DE USUARIOS,ASURICOCHAGA,SIN INFORMACIÓN,Maíz,,,,,,,,,
POINT (-72.69866080168003 6.615483340731521),ADTP0601,603,ENCISO,,,,,,,,,,,,,,,,,,,,,,,,,,
"AGUA BLANCA-SUCIA""",68,SANTANDER,68266,ENCISO,LOMA DEL NEGRO,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-72.66573972618349 6.660953402382119),ADTP0602,604,PLAN DE LLANO,68,SANTANDER,68266,ENCISO,SIN INFORMACIÓN,86,0,Pequeña,0,Riego y Drenaje,AOM,SI,43,ASOCIACION DE USUARIOS,ASURIPLAN,SIN INFORMACIÓN,Fríjol,,,,,,,,,
POINT (-73.32505823658282 6.663464719318475),ADTP0603,605,AGUADA - EL CUCHARO,68,SANTANDER,68296,GALÁN,LA AGUADA,,,,,,,,,,,,,,,,,,,,,
POINT (-73.3423000957113 6.67528122973525),ADTP0604,606,PEÑA GRANDE,68,SANTANDER,68296,GALÁN,PEÑA GRANDE,76,0,Pequeña,926,Riego y Drenaje,AOM,SI,38,ASOCIACION DE USUARIOS,ASURIPEGA,50 del 05/02/1992,Maíz,,,,,,,,,
POINT (-73.43620810565537 7.150318495582747),ADTP0605,607,LLANO GRANDE,68,SANTANDER,68307,GIRÓN,LLANO GRANDE,65,0,Pequeña,422,Riego y Drenaje,AOM,SI,25,ASOCIACION DE USUARIOS,ASURILLANOGRANDE,85 del 06/02/2002,Maíz,,,,,,,,,
