the_geom,ID Upra,ID Incoder,Nombre Distrito,Código departamento,Departamento,Código municipio,Municipio,Vereda,Área neta,Área bruta,Escala,Altitud,Tipo de Distrito ,Etapa Distrito,Funciona,Numero usuarios,Administra,Asociación de usuarios,Resolucion,Usos actuales,CAR,Fuentes hídricas,Concesion,Polígono,Entidad fuente,Longitud,Latitud,Nombre subzona hidrográfica,Código Subzona hidrográfica
POINT (-75.17060586608007 2.906552219581631),ADTP0335,326,FLORAGAITA,41,HUILA,41001,NEIVA,FLORAGAITA,46,0,Pequeña,1122,Riego y Drenaje,AOM,SI,10,ASOCIACION DE USUARIOS,ASOFLORAGAITA,372 del 28/06/1996,Hortalizas,,,,,,,,,
POINT (-75.25707119609203 2.995754757569579),ADTP0336,327,SANTA LUCIA,41,HUILA,41001,NEIVA,SANTA LUCIA,36,0,Pequeña,12,Riego y Drenaje,AOM,SI,12,SIN INFORMACIÓN,ASOSANTA LUCIA,605 del 05/12/2011,Pastos,CAM,SIN INFORMACIÓN,SI,NO,PROYECTAMOS,75° 15.424' W,2° 59.745' N,Rio Fortalecillas y otros,2111
POINT (-76.04061303242399 2.053948722797669),ADTP0337,328,MACACI,41,HUILA,41503,OPORAPA,LA MAICA,,,,,,,,,,,,,,,,,,,,,
POINT (-75.98994074460478 2.0301437699302864),ADTP0338,329,VEGA GRANDE,41,HUILA,41503,OPORAPA,SIN INFORMACIÓN,40,0,Pequeña,0,Riego y Drenaje,SIN INFORMACIÓN,NO,49,ASOCIACION DE USUARIOS,ASOVEGAGRANDE,SIN INFORMACIÓN,Pastos,CAM,Q. Oporapa,NO,NO,INCODER,75° 59.396' W,2° 1.809' N,Ríos Directos al Magdalena (mi),2104
POINT (-75.78896357664769 2.3766017324138766),ADTP0339,330,LAS LAJAS,41,HUILA,41518,PAICOL,LA LAJA,136,0,Pequeña,1137,Riego y Drenaje,AOM,SI,34,ASOCIACION DE USUARIOS,ASOLAJAS,698 del 24/12/2001,Cacao,,,,,,,,,
POINT (-75.32580453174597 2.8511096624130388),ADTM0009,331,EL JUNCAL,41,HUILA,41524,PALERMO,EL JUNCAL,2600,0,Mediana,497,Riego y Drenaje,AOM,SI,263,ASOCIACION DE USUARIOS,ASOJUNCAL,480 del 26/11/1986,Arroz,,,,,,,,,
POINT (-75.5098712083086 2.8548744225998894),ADTP0340,332,FATIMA,41,HUILA,41524,PALERMO,FATIMA,40,0,Pequeña,0,Riego y Drenaje,AOM,SI,16,ASOCIACION DE USUARIOS,ASOFATIMA,343 del 28/06/1996,Café,,,,,,,,,
POINT (-76.19352124019622 1.7675057562964398),ADTP0341,333,CABECERAS HOLANDA-HOLANDA EL LIMÓN,41,HUILA,41551,PITALITO,SIN INFORMACIÓN,303,0,Pequeña,0,Riego y Drenaje,AOM,SI,129,ASOCIACION DE USUARIOS,ASOCABECERAS HOLADA LIMON,483 del 25/06/2002,Café,,,,,,,,,
POINT (-76.09876352310721 1.8374418285844032),ADTP0342,334,SAN FRANCISCO,41,HUILA,41551,PITALITO,SIN INFORMACIÓN,295,0,Pequeña,0,Riego y Drenaje,AOM,SI,118,ASOCIACION DE USUARIOS,ASOSAN FRANCISCO,345 del 28/06/1996,Café,CAM,Q. El Cedro,SI,NO,PROYECTAMOS,76° 5.926' W,1° 50.246' N,Alto Magdalena,2101
POINT (-75.19200373280866 2.775524752168795),ADTP0343,335,EL TEJADA,41,HUILA,41615,RIVERA,SIN INFORMACIÓN,114,0,Pequeña,0,Riego y Drenaje,AOM,SI,38,ASOCIACION DE USUARIOS,ASOELTEJADA,50 del 30/01/2006,Cacao,CAM,R. FR. -Rivera,SI,NO,PROYECTAMOS,75° 11.520' W,2° 46.532' N,Rio Fortalecillas y otros,2111
POINT (-75.22817863799897 2.8074002615566886),ADTP0344,336,LA ULLOA,41,HUILA,41615,RIVERA,LA ULLOA,117,0,Pequeña,748,Riego y Drenaje,AOM,SI,174,INCODER,ASOULLOA,53 del 16/12/1997,Cacao,,,,,,,,,
POINT (-75.8010997162631 1.8132200065593833),ADTP0345,337,LIBANO AVISPERO,41,HUILA,41770,SUAZA,LIBANO,,,,,,,,,,,,,,,,,,,,,
POINT (-75.84959794339619 1.8824135821838939),ADTP0346,338,LOS LIMONES,41,HUILA,41770,SUAZA,GUAYABAL,30,0,Pequeña,1000,Riego y Drenaje,AOM,SI,10,ASOCIACION DE USUARIOS,ASOLIMONES,371 del 28/06/1996,Frutales,,,,,,,,,
POINT (-75.79952821376258 1.9423145296351836),ADTP0347,339,SAN ISIDRO,41,HUILA,41770,SUAZA,SAN ISIDRO,62,0,Pequeña,2432,Riego y Drenaje,AOM,SI,24,ASOCIACION DE USUARIOS,ASOSAN ISIDRO,288 del 21/06/1996,Maracuyá,,,,,,,,,
POINT (-75.8232748083254 1.8995428052668257),ADTP0348,340,SAN JOSE -LA LIBERTAD,41,HUILA,41770,SUAZA,SAN JOSE,,,,,,,,,,,,,,,,,,,,,
POINT (-75.84020685406564 1.8431022065574716),ADTP0349,341,SANTA MARIA,41,HUILA,41770,SUAZA,SANTA MARIA,32,0,Pequeña,0,Riego y Drenaje,AOM,SI,13,ASOCIACION DE USUARIOS,ASOSANTA MARIA,357 del 07/11/1996,Frutales,,,,,,,,,
POINT (-75.85326806482975 2.1363125135958643),ADTP0350,342,BUENOS AIRES,41,HUILA,41791,TARQUI,BUENOS AIRES,89,0,Pequeña,1450,Riego y Drenaje,AOM,SI,50,ASOCIACION DE USUARIOS,ASOBUENOS AIRES,348 del 18/05/1993,Uva,,,,,,,,,
POINT (-75.88073236624929 2.140477440929487),ADTP0351,343,EL TAMBO,41,HUILA,41791,TARQUI,EL TAMBO,45,0,Pequeña,2020,Riego y Drenaje,AOM,SI,37,SIN INFORMACIÓN,ASOTAMBO,172 del 02/05/2013,Frutales,CAM,Q. La Eureka,SI,NO,PROYECTAMOS,75° 52.844' W,2° 8.429' N,Ríos Directos al Magdalena (mi),2104
POINT (-75.86935068778129 2.1176432958908804),ADTP0352,344,ESMERALDA,41,HUILA,41791,TARQUI,SIN INFORMACIÓN,60,0,Pequeña,0,Riego y Drenaje,AOM,SI,47,SIN INFORMACIÓN,ASOESMERALDA,SIN INFORMACIÓN,Frutales,CAM,Q. Lagunilla,SI,NO,PROYECTAMOS,75° 52.161' W,2° 7.059' N,Ríos Directos al Magdalena (mi),2104
POINT (-75.93559093495966 2.0558596595516425),ADTP0353,345,ESPINAL,41,HUILA,41791,TARQUI,ESPINAL,126,0,Pequeña,0,Riego y Drenaje,AOM,SI,54,ASOCIACION DE USUARIOS,ASOESPINAL,804 del 27/11/1996,Cacao,,,,,,,,,
POINT (-75.89584673726526 2.1183738275649517),ADTP0354,346,LAGUNILLA,41,HUILA,41791,TARQUI,SIN INFORMACIÓN,54,0,Pequeña,0,Riego y Drenaje,AOM,SI,54,SIN INFORMACIÓN,ASOLAGUNILLA,114 del 10/03/2006,Frutales,CAM,Q. La Eureka,SI,NO,PROYECTAMOS,75° 53.751' W,2° 7.103' N,Ríos Directos al Magdalena (mi),2104
POINT (-75.04717526223101 2.9803771857853967),ADTP0355,347,CUCUANA,41,HUILA,41799,TELLO,SIN INFORMACIÓN,40,0,Pequeña,0,Riego y Drenaje,AOM,SI,23,ASOCIACION DE USUARIOS,ASOCUCUANA,344 del 28/06/1996,Cacao,,,,,,,,,
POINT (-75.06303300335277 3.028052428817664),ADTP0356,348,LA CABAÑA,41,HUILA,41799,TELLO,SIN INFORMACIÓN,30,0,Pequeña,0,Riego y Drenaje,AOM,SI,30,SIN INFORMACIÓN,ASOLACABAÑA,159 del 30/03/2001,Café,,,,,,,,,
POINT (-74.96421500984583 3.048174716702686),ADTP0357,349,ROMERO,41,HUILA,41799,TELLO,ROMERO,80,0,Pequeña,1050,Riego y Drenaje,AOM,SI,28,ASOCIACION DE USUARIOS,ASOROMERO,814 del 27/11/1996,Café,,,,,,,,,
POINT (-75.60618430088165 2.795115982561378),ADTP0358,350,ALMORZADERO,41,HUILA,41801,TERUEL,ALMORZADERO,109,0,Pequeña,1050,Riego y Drenaje,AOM,SI,29,SIN INFORMACIÓN,ASOALMORZADERO,25 del 11/02/1998,Pastos,CAM,Q. La María,SI,NO,PROYECTAMOS,75° 36.371' W,2° 47.707' N,Río Yaguará y Río Iquira,2108
POINT (-75.67805607663863 2.5293110108000048),ADTP0359,351,EL TRIANGULO,41,HUILA,41797,TESALIA,SIN INFORMACIÓN,180,0,Pequeña,0,Riego y Drenaje,AOM,SI,21,ASOCIACION DE USUARIOS,ASOTRIANGULO,535 del 21/11/2005,Arroz,CAM,R. Páez,SI,NO,PROYECTAMOS,75° 40.683' W,2° 31.759' N,Río Yaguará y Río Iquira,2108
POINT (-75.07916252910167 3.341903253426337),ADTP0360,352,EL DOCHE,41,HUILA,41872,VILLAVIEJA,DOCHE,150,0,Pequeña,460,Riego y Drenaje,AOM,SI,40,ASOCIACION DE USUARIOS,ASODOCHE,696 del 24/11/2001,Arroz,,,,,,,,,
POINT (-75.14433832682008 3.2820840255921104),ADTP0361,353,TRES PASOS,41,HUILA,41872,VILLAVIEJA,LA VICTORIA,408,0,Pequeña,0,Riego y Drenaje,AOM,SI,38,ASOCIACION DE USUARIOS,ASOTRES PASOS,125 del 09/03/2005,SIN INFORMACIÓN,CAM,R. Magdalena R. Villavieja,SI,NO,PROYECTAMOS,75° 8.660' W,3° 16.925' N,Rio Fortalecillas y otros,2111
POINT (-72.52963691678164 7.252891133063279),ADTP0535,536,ALIZAL ALTA,54,NORTE DE SANTANDER,54377,LABATECA,SAN JACINTO,73,0,Pequeña,0,Riego y Drenaje,AOM,SI,60,ASOCIACION DE USUARIOS,ASOALIZAL ALTA,163 del 11/02/1994,SIN INFORMACIÓN,CORPONOR,Q. El Morro,NO,NO,PROYECTAMOS,72° 31.778' W,7° 15.173' N,Río Chítaga,3701
POINT (-75.2676968726149 3.1571649813634597),ADTM0010,354,EL PORVENIR,41,HUILA,41872,VILLAVIEJA,POLONIA,370,0,Mediana,1250,Riego y Drenaje,AOM,SI,55,ASOCIACION DE USUARIOS,ASOPORVENIR,280 del 21/06/1996,Arroz,,,,,,,,,
POINT (-75.12116284183217 3.4017138688146575),ADTM0011,355,SAN ALFONSO,41,HUILA,41872,VILLAVIEJA,POTOSI,,,,,,,,,,,,,,,,,,,,,
POINT (-75.51368154237304 2.6582357714499594),ADTP0362,356,LA FLORESTA,41,HUILA,41885,YAGUARÁ,LA FLORESTA,270,0,Pequeña,700,Riego y Drenaje,AOM,SI,72,ASOCIACION DE USUARIOS,ASOLAFLORESTA,58 del 08/03/1997,Arroz,,,,,,,,,
POINT (-75.53530677129716 2.647995206748044),ADTP0363,357,SANTANA,41,HUILA,41885,YAGUARÁ,SIN INFORMACIÓN,270,0,Pequeña,0,Riego y Drenaje,AOM,SI,42,ASOCIACION DE USUARIOS,ASOSANTANA,609 del 28/11/2001,Arroz,CAM,R. Yaguarà,SI,NO,PROYECTAMOS,75° 32.118' W,2° 38.880' N,Río Yaguará y Río Iquira,2108
POINT (-72.73968806493409 10.883583315331625),ADTP0364,358,CABRERA,44,LA GUAJIRA,44078,BARRANCAS,CAMPO FLORIDO,28,0,Pequeña,0,Riego y Drenaje,AOM,SI,11,INCODER,ASOCABRERA,672 del 02/10/1996,Yuca,,,,,,,,,
POINT (-72.72335971910093 10.87891491742036),ADTP0365,359,SAN PEDRO,44,LA GUAJIRA,44078,BARRANCAS,SAN PEDRO,100,0,Pequeña,0,Riego y Drenaje,AOM,SI,50,ASOCIACION DE USUARIOS,ASOSANPEDRO,237 del 19/03/2002,Pancoger,,,,,,,,,
POINT (-73.2894403198853 11.148885136116306),ADTP0366,360,DIBULLA,44,LA GUAJIRA,44090,DIBULLA,EL CERRO,73,0,Pequeña,0,Riego y Drenaje,SIN INFORMACIÓN,NO,27,ASOCIACION DE USUARIOS,ASODIBULLA,668 del 16/07/2002,Yuca,,,,,,,,,
POINT (-73.44258292882697 11.108606761600429),ADTP0367,361,EL ROSARIO,44,LA GUAJIRA,44090,DIBULLA,SIN INFORMACIÓN,21,0,Pequeña,0,Riego y Drenaje,SIN INFORMACIÓN,NO,16,ASOCIACION DE USUARIOS,ASOROSARIO,SIN INFORMACIÓN,SIN INFORMACIÓN,CORPOGUAJIRA,SIN INFORMACIÓN,NO,NO,PROYECTAMOS,73° 26.555' W,11° 6.516' N,Río Ancho y Otros Directos al caribe,1503
POINT (-73.4569332639808 11.066381904107045),ADTP0368,362,PRODUCTORES RÍO CLARO,44,LA GUAJIRA,44090,DIBULLA,JEREZ,,,,,,,,,,,,,,,,,,,,,
"RÍO CLARO""",85,0,Pequeña,0,Riego y Drenaje,SIN INFORMACIÓN,NO,85,SIN INFORMACIÓN,ASORIOCLARO,166 del 02/05/2013,Palma Africana,,,,,,,,,,,,,,,,,
POINT (-72.85984586536202 10.78546636590548),ADTP0369,363,CONEJO,44,LA GUAJIRA,44279,FONSECA,CONEJO,120,0,Pequeña,0,Riego y Drenaje,AOM,SI,24,ASOCIACION DE USUARIOS,ASOCONEJO,10 del 08/01/1999,Yuca,,,,,,,,,
POINT (-72.80234222383082 10.733977926938335),ADTP0370,364,MARIMONDAS,44,LA GUAJIRA,44279,FONSECA,MARIMONDAS,37,0,Pequeña,0,Riego y Drenaje,AOM,SI,22,ASOCIACION DE USUARIOS,ASOMARIMONDAS,663 del 02/10/1996,Yuca,,,,,,,,,
POINT (-77.53397003323295 1.2402088110325598),ADTP0410,408,PROGRESO DE CRUZ DE MAYO,52,NARIÑO,52036,ANCUYA,CORREGIMIENTO CRUZ DE MAYO,154,0,Pequeña,0,Riego y Drenaje,AOM,SI,140,SIN INFORMACIÓN,ASOPROMAYO,603 del 15/12/2011,SIN INFORMACIÓN,CORPONARIÑO,SIN INFORMACIÓN,NO,NO,PROYECTAMOS,77° 32.038' W,1° 14.413' N,Río Guáitara,5205
POINT (-72.73218656810066 10.70462452120737),ADTP0371,365,QUEBRACHAL,44,LA GUAJIRA,44279,FONSECA,QUEBRACHAL,,,,,,,,,,,,,,,,,,,,,
POINT (-72.729427252109 11.03443188131167),ADTP0372,366,ANGOSTURA,44,LA GUAJIRA,44378,HATO NUEVO,ANGOSTURA,41,0,Pequeña,0,Riego y Drenaje,AOM,SI,72,ASOCIACION DE USUARIOS,ASOANGOSTURA,654 del 02/10/1996,Yuca,,,,,,,,,
POINT (-72.93394987232018 10.669132063081962),ADTP0373,367,EL MOLINO,44,LA GUAJIRA,44110,EL MOLINO,LA ACEQUIA DE LA VIRGEN - ZONA RURAL Y URBANA,250,0,Pequeña,0,Riego y Drenaje,SIN INFORMACIÓN,NO,144,INCODER,ASOELMOLINO,236 del 19/03/2002,Pancoger,,,,,,,,,
POINT (-72.82546226316681 11.310321578680787),ADTP0374,368,MATITAS,44,LA GUAJIRA,44001,RIOHACHA,MATITAS,50,0,Pequeña,0,Riego y Drenaje,SIN INFORMACIÓN,NO,25,ASOCIACION DE USUARIOS,ASOMATITAS,661 del 02/10/1996,Yuca,,,,,,,,,
POINT (-73.01644537572867 11.24806074291573),ADTP0375,369,TABACO RUBIO,44,LA GUAJIRA,44001,RIOHACHA,MATITAS,350,0,Pequeña,0,Riego y Drenaje,AOM,SI,34,INCODER,ASOTABACO RUBIO,656 del 02/10/1996,Palma Africana,,,,,,,,,
POINT (-73.04740324466913 10.831789284699818),ADTP0376,370,CORRAL DE PIEDRA,44,LA GUAJIRA,44650,SAN JUAN DEL CESAR,CORRAL DE PIEDRAS,,,,,,,,,,,,,,,,,,,,,
POINT (-73.0519858482831 10.757448548084882),ADTP0377,371,LOS HATICOS,44,LA GUAJIRA,44650,SAN JUAN DEL CESAR,LOS HATICOS,60,0,Pequeña,0,Riego y Drenaje,SIN INFORMACIÓN,NO,50,INCODER,ASOHATICOS,SIN INFORMACIÓN,Yuca,,,,,,,,,
POINT (-73.12174484345014 10.760406513206084),ADTP0378,372,LOS PONDORES,44,LA GUAJIRA,44650,SAN JUAN DEL CESAR,LOS PONDORES,60,0,Pequeña,0,Riego y Drenaje,SIN INFORMACIÓN,NO,22,ASOCIACION DE USUARIOS,ASOLOSPONDORES,735 del 07/11/1996,Yuca,,,,,,,,,
POINT (-73.0458731265872 10.794062340034717),ADTP0379,373,MAROCAZO,44,LA GUAJIRA,44650,SAN JUAN DEL CESAR,MAROCAZO,18,0,Pequeña,0,Riego y Drenaje,AOM,SI,18,ASOCIACION DE USUARIOS,ASOMAROCAZO,749 del 07/11/1996,Yuca,,,,,,,,,
POINT (-73.09062400676774 10.805689029565258),ADTP0380,374,POZO No. 4,44,LA GUAJIRA,44650,SAN JUAN DEL CESAR,LOS HATICOS,82,0,Pequeña,0,Riego y Drenaje,SIN INFORMACIÓN,NO,10,ASOCIACION DE USUARIOS,ASOPOZO No.4,659 del 02/10/1996,Yuca,,,,,,,,,
POINT (-73.11875775280109 10.827099048048963),ADTP0381,375,ZAMBRANO,44,LA GUAJIRA,44650,SAN JUAN DEL CESAR,ZAMBRANO,,,,,,,,,,,,,,,,,,,,,
POINT (-72.97668736290626 10.48077488564866),ADTP0382,376,MARQUEZOTE,44,LA GUAJIRA,44855,URUMITA,MARQUEZOTE,70,0,Pequeña,0,Riego y Drenaje,AOM,SI,62,ASOCIACION DE USUARIOS,ASOMARQUEZOTE,662 del 02/10/1996,Yuca,,,,,,,,,
POINT (-73.01155782963659 10.422678625580621),ADTP0383,377,PIÑAL,44,LA GUAJIRA,44855,URUMITA,EL PIÑAL,30,0,Pequeña,0,Riego y Drenaje,AOM,SI,16,ASOCIACION DE USUARIOS,ASOPIÑAL,277 del 21/06/1996,Yuca,,,,,,,,,
POINT (-72.9759046110405 10.587664022916757),ADTP0384,378,LOS QUEMAOS,44,LA GUAJIRA,44874,VILLANUEVA,EL ENEAL,,,,,,,,,,,,,,,,,,,,,
POINT (-74.16879984437753 10.606260894021402),ADTG0007,379,ARACATACA,47,MAGDALENA,,ARACATACA,,,,,,,,,,,,,,,,,,,,,,
POINT (-74.51904032578156 10.101308842593632),ADTP0385,380,PLAYÓN NUEVO,47,MAGDALENA,47170,CHIVOLO,PLAYÓN NUEVO,100,0,Pequeña,0,Riego y Drenaje,AOM,SI,35,ASOCIACION DE USUARIOS,ASOPLAYONUEVO,196 del 26/04/1997,SIN INFORMACIÓN,CORPAMAG,SIN INFORMACIÓN,NO,NO,PROYECTAMOS,74° 31.142' W,10° 6.079' N,Directos al Bajo Magdalena entre El Plato y Calamar,2902
POINT (-74.18942234830656 10.97236506342055),ADTP0386,381,PALMOR,47,MAGDALENA,47189,CIÉNAGA,CORREGIMIENTO PALMOR,300,0,Pequeña,0,Riego y Drenaje,AOM,SI,30,ASOCIACION DE USUARIOS,ASOPALMOR,275 del 21/06/1996,Pancoger,,,,,,,,,
POINT (-74.77606575841831 10.36172240235565),ADTP0387,382,EL SALAO,47,MAGDALENA,47258,EL PIÑÓN,EL SALAO,,,,,,,,,,,,,,,,,,,,,
POINT (-74.7070985581306 10.396036843067352),ADTP0388,383,LA MONTERA,47,MAGDALENA,47258,EL PIÑÓN,MONTERA,80,0,Pequeña,0,Riego y Drenaje,SIN INFORMACIÓN,NO,79,ASOCIACION DE USUARIOS,ASOMONTONERA,755 del 07/11/1996,Pastos,,,,,,,,,
POINT (-74.14281135877654 10.395581373838013),ADTP0389,384,MONTECRISTO,47,MAGDALENA,47288,FUNDACIÓN,CASERÍO MONTECRISTO,45,0,Pequeña,188,Riego y Drenaje,SIN INFORMACIÓN,NO,18,ASOCIACION DE USUARIOS,USOMONTECRISTO,795 del 06/05/1994,Tomate,,,,,,,,,
POINT (-77.44049581633594 1.6662478374415046),ADTP0466,464,LA VEGA,52,NARIÑO,52540,POLICARPA,LA VEGA,32,0,Pequeña,374,Riego y Drenaje,AOM,SI,18,ASOCIACION DE USUARIOS,ASOLAVEGA,379 del 28/06/1996,Fríjol,,,,,,,,,
POINT (-74.20064038609216 9.19704756544331),ADTP0390,385,LA RINCONADA,47,MAGDALENA,47318,GUAMAL,PLAYA BLANCA,67,0,Pequeña,38,Riego y Drenaje,SIN INFORMACIÓN,NO,71,ASOCIACION DE USUARIOS,ASORINCONADA,754 del 07/11/1996,Cítricos,,,,,,,,,
POINT (-74.27440236429989 9.897302515639744),ADTP0391,386,LA SIRENA - ISAORITUNNA,47,MAGDALENA,47660,SABANAS DE SAN ANGEL,ARIZONA,70,0,Pequeña,0,Riego y Drenaje,SIN INFORMACIÓN,NO,104,ASOCIACION DE USUARIOS,ASOISAORITUNNA,176 del 27/03/2003,Hortalizas,,,,,,,,,
POINT (-74.33035157303654 9.322074875764898),ADTP0392,387,NARANJAL,47,MAGDALENA,47703,SAN ZENÓN,SIN INFORMACIÓN,100,0,Pequeña,0,Riego y Drenaje,AOM,SI,35,ASOCIACION DE USUARIOS,ASONARANJAL,622 del 01/10/1996,SIN INFORMACIÓN,CORPAMAG,SIN INFORMACIÓN,NO,NO,PROYECTAMOS,74° 19.821' W,9° 19.325' N,Directos Bajo Magdalena entre El Banco y El Plato,2907
POINT (-74.55780294827647 9.377271053428528),ADTP0393,388,SANTA ANA,47,MAGDALENA,47707,SANTA ANA,LAS FLORES,30,0,Pequeña,0,Riego y Drenaje,SIN INFORMACIÓN,NO,24,ASOCIACION DE USUARIOS,ASOSANTANA,719 del 28/12/2001,Pastos,,,,,,,,,
POINT (-74.09106257575206 11.268256792946834),ADTP0394,389,DOÑA CLAUDIA,47,MAGDALENA,47001,SANTA MARTA,DON DIEGO (CORREGIMIENTO),67,0,Pequeña,35,Riego y Drenaje,SIN INFORMACIÓN,NO,34,ASOCIACION DE USUARIOS,ASOCLAUDIA,22 del 23/01/1996,Plátano,,,,,,,,,
POINT (-74.14101165325876 11.187046838189918),ADTP0395,390,EL PORVENIR,47,MAGDALENA,47001,SANTA MARTA,TIGRERA,,,,,,,,,,,,,,,,,,,,,
POINT (-74.13432128609246 11.142212342626626),ADTP0396,391,MAZINGA,47,MAGDALENA,47001,SANTA MARTA,MAZINGA,40,0,Pequeña,124,Riego y Drenaje,SIN INFORMACIÓN,NO,67,ASOCIACION DE USUARIOS,ASOMAZINGA,732 del 07/11/1996,Frutales,,,,,,,,,
POINT (-74.18922765236962 10.91853852796373),ADTG0008,392,RIO FRIO,47,MAGDALENA,,ZONA BANANERA,,,,,,,,,,,,,,,,,,,,,,
POINT (-74.21140737323645 10.806880148923106),ADTG0009,393,SEVILLA,47,MAGDALENA,47980,ZONA BANANERA,PRADO SEVILLA,7100,0,Gran,60,Riego y Drenaje,AOM,SI,418,ASOCIACION DE USUARIOS,ASOSEVILLA,881 del 27/12/1996,Banano,,,,,,,,,
POINT (-74.20275294791497 10.686364642696205),ADTG0010,394,TUCURINCA,47,MAGDALENA,,ZONA BANANERA,,,,,,,,,,,,,,,,,,,,,,
POINT (-74.16503449165538 3.1277854624203663),ADTP0409,407,BRISAS NARANJAL,50,META,50330,MESETAS,BRISAS Y NARANJAL,53,0,Pequeña,710,Riego y Drenaje,AOM,SI,33,ASOCIACION DE USUARIOS,ASONARANJAL,339 del 28/06/1996,Pastos,,,,,,,,,
POINT (-73.79634691215783 3.949660388311003),ADTP0397,395,SAN JUANÍA,50,META,50006,ACACÍAS,SAN JOSÉ Y RANCHO GRANDE,360,0,Pequeña,0,Riego y Drenaje,AOM,SI,64,ASOCIACION DE USUARIOS,ASOJUANIA,88 del 08/02/2001,Piscícola,,,,,,,,,
POINT (-73.73699863067341 3.9849286035876434),ADTP0398,396,SAN JOSÉ,50,META,50006,ACACÍAS,SAN JOSÉ,64,0,Pequeña,575,Riego y Drenaje,AOM,SI,32,INCODER,ASOSANJOSE,519 del 28/08/1996,Pastos Piscícola (Cachama,,,,,,,,,
POINT (-73.9647323341447 3.7633742941703883),ADTP0399,397,BRISAS DEL TONOA,50,META,50223,CUBARRAL,SAN CAYETANO,10,0,Pequeña,820,Riego y Drenaje,SIN INFORMACIÓN,NO,10,ASOCIACION DE USUARIOS,ASOTONOA,531 del 10/07/2002,Piscícola,,,,,,,,,
POINT (-73.45686590277276 4.206726208846727),ADTP0400,398,GUACAVIA,50,META,50226,CUMARAL,GUACAVIA,60,0,Pequeña,555,Riego y Drenaje,SIN INFORMACIÓN,NO,18,ASOCIACION DE USUARIOS,ASOGUACAVIA,SIN INFORMACIÓN,Piscícola,,,,,,,,,
POINT (-73.73872926225027 4.378015319287405),ADTP0401,399,SAN LUIS LADERA,50,META,50245,EL CALVARIO,SAN LUIS DE LADERA,36,0,Pequeña,0,Riego y Drenaje,SIN INFORMACIÓN,NO,18,ASOCIACION DE USUARIOS,ASOLADERA,SIN INFORMACIÓN,Frijol,,,,,,,,,
POINT (-73.81307915819542 3.7217254663164403),ADTP0402,400,SAN ISIDRO,50,META,50270,EL DORADO,SAN ISIDRO,180,0,Pequeña,2432,Riego y Drenaje,AOM,SI,22,ASOCIACION DE USUARIOS,ASOISIDRO,569 del 16/07/2002,Pastos,,,,,,,,,
POINT (-73.82238784789205 3.7420778656900815),ADTP0403,401,AGUAS ZARCAS,50,META,50270,EL DORADO,AGUAS ZARCAS,336,0,Pequeña,530,Riego y Drenaje,AOM,SI,28,ASOCIACION DE USUARIOS,ASOZARCAS,376 del 28/06/1996,Piscícola,,,,,,,,,
POINT (-73.79144677855925 3.682544981287658),ADTP0404,402,SANTA ROSA BAJA,50,META,50270,EL DORADO,SANTA ROSA BAJA,46,0,Pequeña,550,Riego y Drenaje,SIN INFORMACIÓN,NO,20,ASOCIACION DE USUARIOS,ASUBAJA,761 del 07/11/1996,Piscícola,,,,,,,,,
POINT (-73.86147599417691 3.747712208416215),ADTP0405,403,SANTA ROSA ALTA,50,META,50270,EL DORADO,SANTA ROSA ALTA,60,0,Pequeña,732,Riego y Drenaje,AOM,SI,18,ASOCIACION DE USUARIOS,ASUSALTA,767 del 1996,Piscícola,,,,,,,,,
POINT (-73.88246605141958 3.9023204948140453),ADTP0406,404,OROTOY,50,META,50318,GUAMAL,PIO XII,1500,0,Pequeña,0,Riego y Drenaje,AOM,SI,500,ASOCIACION DE USUARIOS,ASOOROTOY,SIN INFORMACIÓN,Pastos,,,,,,,,,
POINT (-74.06299711799392 3.0912445379618285),ADTP0407,405,DIAMANTE,50,META,50330,MESETAS,DIAMANTE,60,0,Pequeña,0,Riego y Drenaje,AOM,SI,25,ASOCIACION DE USUARIOS,ASODIAMANTE,336 del 28/06/1996,Plátano,,,,,,,,,
POINT (-74.16502898023427 3.0605928542635965),ADTP0408,406,LAS MERCEDES,50,META,50330,MESETAS,MERCEDES LAS ROSAS,100,0,Pequeña,27,Riego y Drenaje,AOM,SI,50,ASOCIACION DE USUARIOS,ASOMER,401 del 28/06/1996,Plátano,,,,,,,,,
POINT (-77.16112191330863 1.4154175222483836),ADTP0411,409,BUESACO LA LOMA,52,NARIÑO,52110,BUESACO,FRANCO VILLA,,,,,,,,,,,,,,,,,,,,,
POINT (-77.13430591574036 1.3591408762478656),ADTP0412,410,LA ESPERANZA,52,NARIÑO,52110,BUESACO,LA ESPERANZA,70,0,Pequeña,2184,Riego y Drenaje,AOM,SI,74,SIN INFORMACIÓN,ASOLAESPERANZA,364 del 2002,Fresa,,,,,,,,,
POINT (-77.13824996621402 1.3290818812083502),ADTP0413,411,LAS COCHAS,52,NARIÑO,52110,BUESACO,SAN JOSÉ DE COAPITAS,,,,,,,,,,,,,,,,,,,,,
POINT (-77.17410250752499 1.3450651036214576),ADTP0414,412,LLANO LARGO,52,NARIÑO,52110,BUESACO,LLANO LARGO,56,0,Pequeña,0,Riego y Drenaje,AOM,SI,48,SIN INFORMACIÓN,ASOLLANO LARGO,388 del 2012,Fresa,,,,,,,,,
